espn_team_id,display_name,location,name,short_display_name,abbreviation,color,alternate_color,logo_url,league_id,id
10,"New York Yankees","New York",Yankees,Yankees,NYY,132448,c4ced4,https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png,4,207
11,Athletics,Athletics,Athletics,Athletics,ATH,003831,efb21e,https://a.espncdn.com/i/teamlogos/mlb/500/ath.png,4,208
12,"Seattle Mariners",Seattle,Mariners,Mariners,SEA,005c5c,0c2c56,https://a.espncdn.com/i/teamlogos/mlb/500/sea.png,4,209
13,"Texas Rangers",Texas,Rangers,Rangers,TEX,003278,c0111f,https://a.espncdn.com/i/teamlogos/mlb/500/tex.png,4,210
14,"Toronto Blue Jays",Toronto,"Blue Jays","Blue Jays",TOR,134a8e,6cace5,https://a.espncdn.com/i/teamlogos/mlb/500/tor.png,4,211
15,"Atlanta Braves",Atlanta,Braves,Braves,ATL,0c2340,ba0c2f,https://a.espncdn.com/i/teamlogos/mlb/500/atl.png,4,212
16,"Chicago Cubs",Chicago,Cubs,Cubs,CHC,0e3386,cc3433,https://a.espncdn.com/i/teamlogos/mlb/500/chc.png,4,213
17,"Cincinnati Reds",Cincinnati,Reds,Reds,CIN,c6011f,ffffff,https://a.espncdn.com/i/teamlogos/mlb/500/cin.png,4,214
18,"Houston Astros",Houston,Astros,Astros,HOU,002d62,eb6e1f,https://a.espncdn.com/i/teamlogos/mlb/500/hou.png,4,215
19,"Los Angeles Dodgers","Los Angeles",Dodgers,Dodgers,LAD,005a9c,ffffff,https://a.espncdn.com/i/teamlogos/mlb/500/lad.png,4,216
20,"Washington Nationals",Washington,Nationals,Nationals,WSH,ab0003,11225b,https://a.espncdn.com/i/teamlogos/mlb/500/wsh.png,4,217
21,"New York Mets","New York",Mets,Mets,NYM,002d72,ff5910,https://a.espncdn.com/i/teamlogos/mlb/500/nym.png,4,218
22,"Philadelphia Phillies",Philadelphia,Phillies,Phillies,PHI,e81828,003278,https://a.espncdn.com/i/teamlogos/mlb/500/phi.png,4,219
23,"Pittsburgh Pirates",Pittsburgh,Pirates,Pirates,PIT,000000,fdb827,https://a.espncdn.com/i/teamlogos/mlb/500/pit.png,4,220
24,"St. Louis Cardinals","St. Louis",Cardinals,Cardinals,STL,be0a14,001541,https://a.espncdn.com/i/teamlogos/mlb/500/stl.png,4,221
25,"San Diego Padres","San Diego",Padres,Padres,SD,2f241d,ffc425,https://a.espncdn.com/i/teamlogos/mlb/500/sd.png,4,222
26,"San Francisco Giants","San Francisco",Giants,Giants,SF,000000,fd5a1e,https://a.espncdn.com/i/teamlogos/mlb/500/sf.png,4,223
27,"Colorado Rockies",Colorado,Rockies,Rockies,COL,33006f,000000,https://a.espncdn.com/i/teamlogos/mlb/500/col.png,4,224
28,"Miami Marlins",Miami,Marlins,Marlins,MIA,00a3e0,000000,https://a.espncdn.com/i/teamlogos/mlb/500/mia.png,4,225
29,"Arizona Diamondbacks",Arizona,Diamondbacks,Diamondbacks,ARI,aa182c,000000,https://a.espncdn.com/i/teamlogos/mlb/500/ari.png,4,226
30,"Tampa Bay Rays","Tampa Bay",Rays,Rays,TB,092c5c,8fbce6,https://a.espncdn.com/i/teamlogos/mlb/500/tb.png,4,227
331,"Brighton & Hove Albion","Brighton & Hove Albion","Brighton & Hove Albion",Brighton,BHA,0606fa,ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,5,228
337,Brentford,Brentford,Brentford,Brentford,BRE,f42727,f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,5,229
349,"AFC Bournemouth","AFC Bournemouth","AFC Bournemouth",Bournemouth,BOU,f42727,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,5,230
357,"Leeds United","Leeds United","Leeds United",Leeds,LEE,ffffff,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/357.png,5,231
359,Arsenal,Arsenal,Arsenal,Arsenal,ARS,e20520,132257,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,5,232
360,"Manchester United","Manchester United","Manchester United","Man United",MAN,da020e,144992,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,5,233
361,"Newcastle United","Newcastle United","Newcastle United",Newcastle,NEW,000000,cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,5,234
362,"Aston Villa","Aston Villa","Aston Villa","Aston Villa",AVL,660e36,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,5,235
363,Chelsea,Chelsea,Chelsea,Chelsea,CHE,144992,ffeeee,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,5,236
364,Liverpool,Liverpool,Liverpool,Liverpool,LIV,d11317,132257,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,5,237
366,Sunderland,Sunderland,Sunderland,Sunderland,SUN,EB172B,87cced,https://a.espncdn.com/i/teamlogos/soccer/500/366.png,5,238
367,"Tottenham Hotspur","Tottenham Hotspur","Tottenham Hotspur",Spurs,TOT,ffffff,9bafd8,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,5,239
368,Everton,Everton,Everton,Everton,EVE,0606fa,132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,5,240
370,Fulham,Fulham,Fulham,Fulham,FUL,ffffff,d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,5,241
371,"West Ham United","West Ham United","West Ham United","West Ham",WHU,7c2c3b,000000,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,5,242
379,Burnley,Burnley,Burnley,Burnley,BUR,6C1D45,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,5,243
380,"Wolverhampton Wanderers","Wolverhampton Wanderers","Wolverhampton Wanderers",Wolves,WOL,fdb913,cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,5,244
382,"Manchester City","Manchester City","Manchester City","Man City",MNC,99c5ea,e6ff00,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,5,245
384,"Crystal Palace","Crystal Palace","Crystal Palace","C Palace",CRY,0202fb,ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,5,246
393,"Nottingham Forest","Nottingham Forest","Nottingham Forest","Nottm Forest",NFO,c8102e,132257,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,5,247
